,open_GE,high_GE,low_GE,close_GE,volume_GE
2024-07-22 08:45:00,159.6978,159.6978,159.6978,159.6978,5
2024-07-22 08:46:00,159.6878,159.6878,159.6878,159.6878,42
2024-07-22 08:49:00,159.6978,159.6978,159.6978,159.6978,20
2024-07-22 08:50:00,159.6878,159.6878,159.6878,159.6878,10
2024-07-22 08:51:00,159.6878,159.6878,159.6578,159.6578,110
2024-07-22 08:52:00,159.6578,159.6578,159.6578,159.6578,110
2024-07-22 08:54:00,159.6978,159.6978,159.6978,159.6978,1
2024-07-22 08:55:00,159.6978,159.6978,159.6978,159.6978,1
2024-07-22 08:56:00,159.6079,159.6079,159.6079,159.6079,1
2024-07-22 08:57:00,159.6878,159.7277,159.6878,159.6978,1227
2024-07-22 08:58:00,159.6978,159.7677,159.1586,159.1586,164
2024-07-22 08:59:00,159.1586,159.7477,159.1586,159.7477,2
2024-07-22 09:01:00,159.5580,159.5580,159.5580,159.5580,1
2024-07-22 09:02:00,159.7677,159.7677,159.7677,159.7677,1
2024-07-22 09:04:00,159.1586,159.1586,159.1586,159.1586,3
2024-07-22 09:05:00,159.1586,159.1586,159.1586,159.1586,1
2024-07-22 09:07:00,159.1586,159.1586,159.1586,159.1586,37
2024-07-22 09:09:00,159.7477,159.7477,159.7477,159.7477,50
2024-07-22 09:11:00,159.7477,159.7477,159.7477,159.7477,11
2024-07-22 09:12:00,159.7577,160.4965,159.7577,160.4965,226
2024-07-22 09:13:00,159.6678,160.4965,159.5380,159.5380,95
2024-07-22 09:14:00,159.9574,159.9574,159.7577,159.7577,200
2024-07-22 09:15:00,159.7577,159.7577,159.7577,159.7577,30
2024-07-22 09:16:00,159.7577,159.7577,159.7577,159.7577,76
2024-07-22 09:18:00,159.7577,159.7577,159.6978,159.6978,203
2024-07-22 09:19:00,159.8575,159.8675,159.8276,159.8575,170
2024-07-22 09:20:00,159.6179,159.7577,159.6179,159.7577,4
2024-07-22 09:22:00,159.8675,159.8675,159.7577,159.7677,568
2024-07-22 09:23:00,159.7577,159.8575,159.7577,159.7677,766
2024-07-22 09:24:00,159.7577,159.7577,159.7577,159.7577,965
2024-07-22 09:26:00,159.7277,159.7377,159.7277,159.7377,18
2024-07-22 09:27:00,160.0372,160.0372,159.7577,159.7577,65
2024-07-22 09:30:00,159.7277,160.4666,159.5280,160.3319,75074
2024-07-22 09:31:00,160.2039,160.3168,159.9024,159.9274,7257
2024-07-22 09:32:00,160.0772,160.1571,159.7729,159.9274,8909
2024-07-22 09:33:00,160.0872,160.2869,159.8375,160.2869,4642
2024-07-22 09:34:00,160.2968,160.5964,160.1670,160.2369,11098
2024-07-22 09:35:00,160.2669,160.4766,160.1271,160.3068,22580
2024-07-22 09:36:00,160.3068,160.5565,160.2369,160.4167,14277
2024-07-22 09:37:00,160.4067,160.5165,160.2170,160.2919,14564
2024-07-22 09:38:00,160.3867,160.4067,160.0872,160.2868,6950
2024-07-22 09:39:00,160.2869,160.4603,160.1571,160.3867,7941
2024-07-22 09:40:00,160.4566,160.9758,160.3967,160.8760,22435
2024-07-22 09:41:00,160.9059,161.0757,160.8560,161.0757,13436
2024-07-22 09:42:00,161.0857,161.2055,160.8460,160.9559,27869
2024-07-22 09:43:00,160.9559,161.0257,160.7861,160.8560,5424
2024-07-22 09:44:00,160.8710,161.0257,160.8310,160.9559,11005
2024-07-22 09:45:00,161.0058,161.3253,160.9658,161.2254,14362
2024-07-22 09:46:00,161.3053,161.3453,161.1555,161.2704,6731
2024-07-22 09:47:00,161.3253,161.4052,161.1555,161.2354,8959
2024-07-22 09:48:00,161.3253,161.3253,160.8560,160.9608,8868
2024-07-22 09:49:00,161.0257,161.2155,160.8560,160.8560,9444
2024-07-22 09:50:00,161.0457,161.0457,160.7062,160.8560,23390
2024-07-22 09:51:00,160.9459,160.9459,160.5265,160.6140,10254
2024-07-22 09:52:00,160.7162,160.7162,160.3867,160.4366,14453
2024-07-22 09:53:00,160.5465,160.6164,160.3867,160.4416,23449
2024-07-22 09:54:00,160.4965,160.5565,160.3867,160.5265,7727
2024-07-22 09:55:00,160.5365,160.8660,160.4666,160.8161,11468
2024-07-22 09:56:00,160.8260,160.8860,160.5864,160.8860,20948
2024-07-22 09:57:00,160.8760,160.9409,160.5165,160.5265,8424
2024-07-22 09:58:00,160.4866,160.6863,160.4566,160.5964,11675
2024-07-22 09:59:00,160.6563,160.6563,160.3469,160.3867,17208
2024-07-22 10:00:00,160.5365,160.5365,160.1959,160.1959,7332
2024-07-22 10:01:00,160.1670,160.1820,159.7776,160.0872,9890
2024-07-22 10:02:00,159.9773,160.1371,159.8875,160.0572,11192
2024-07-22 10:03:00,160.1171,160.4088,159.9873,160.3068,24257
2024-07-22 10:04:00,160.3168,160.4067,160.0372,160.1071,15802
2024-07-22 10:05:00,160.1071,160.3068,160.0672,160.2968,12916
2024-07-22 10:06:00,160.2619,160.2619,159.8475,159.8475,12805
2024-07-22 10:07:00,159.8875,160.0972,159.8375,160.0073,9461
2024-07-22 10:08:00,159.9474,160.0972,159.8388,159.8388,10689
2024-07-22 10:09:00,159.9973,160.0672,159.8375,160.0672,38211
2024-07-22 10:10:00,160.0972,160.6763,160.0972,160.5465,12763
2024-07-22 10:11:00,160.4866,160.5814,160.3667,160.5065,13295
2024-07-22 10:12:00,160.5465,160.8260,160.4566,160.8161,11414
2024-07-22 10:13:00,160.8360,160.9658,160.8061,160.8909,24596
2024-07-22 10:14:00,160.9359,161.2654,160.8959,161.2005,13111
2024-07-22 10:15:00,161.2554,161.3153,161.0657,161.2704,9862
2024-07-22 10:16:00,161.3353,161.3353,160.9758,161.0102,9893
2024-07-22 10:17:00,160.9559,161.0257,160.8161,160.9259,8786
2024-07-22 10:18:00,160.9858,161.0058,160.8046,160.8549,7021
2024-07-22 10:19:00,160.9059,161.1341,160.8161,161.0757,12164
2024-07-22 10:20:00,161.0757,161.1356,161.0532,161.1256,3504
2024-07-22 10:21:00,161.1256,161.1356,160.9459,160.9469,39606
2024-07-22 10:22:00,161.0058,161.0857,160.9858,161.0158,12521
2024-07-22 10:23:00,161.0657,161.0757,160.8560,161.0108,11830
2024-07-22 10:24:00,161.1056,161.1056,161.0059,161.0357,4665
2024-07-22 10:25:00,161.0657,161.0757,160.9059,160.9059,8985
2024-07-22 10:26:00,160.9858,161.0058,160.8860,160.9509,12996
2024-07-22 10:27:00,160.8959,160.9059,160.8061,160.8710,15410
2024-07-22 10:28:00,160.9059,161.1356,160.9059,161.1256,8577
2024-07-22 10:29:00,161.1356,161.2454,161.1156,161.2354,9321
2024-07-22 10:30:00,161.2254,161.3303,161.1755,161.2854,24310
2024-07-22 10:31:00,161.3253,161.3652,161.2654,161.3552,4475
2024-07-22 10:32:00,161.3552,161.5812,161.3552,161.4551,17219
2024-07-22 10:33:00,161.4751,161.8145,161.4701,161.7646,23368
2024-07-22 10:34:00,161.8245,161.8545,161.7248,161.8495,17404
2024-07-22 10:35:00,161.8545,161.9843,161.8345,161.9843,10542
2024-07-22 10:36:00,161.9643,161.9743,161.6648,161.6847,16916
2024-07-22 10:37:00,161.6748,161.7147,161.5050,161.5749,19833
2024-07-22 10:38:00,161.5849,161.7047,161.4251,161.6698,22759
2024-07-22 10:39:00,161.7347,161.8046,161.6847,161.7946,9771
2024-07-22 10:40:00,161.8445,161.8445,161.6748,161.7946,13957
2024-07-22 10:41:00,161.7546,161.8645,161.5849,161.6947,14971
2024-07-22 10:42:00,161.6748,161.7447,161.6149,161.7347,6004
2024-07-22 10:43:00,161.7297,161.8695,161.7047,161.7347,15681
2024-07-22 10:44:00,161.7347,161.7746,161.5949,161.6049,6255
2024-07-22 10:45:00,161.5949,161.6648,161.5450,161.6348,11764
2024-07-22 10:46:00,161.6648,161.6748,161.4251,161.4251,7309
2024-07-22 10:47:00,161.5050,161.6648,161.5050,161.5050,12784
2024-07-22 10:48:00,161.5350,161.6149,161.4152,161.4152,9318
2024-07-22 10:49:00,161.4651,161.4651,161.2953,161.4164,11823
2024-07-22 10:50:00,161.4651,161.4950,161.2928,161.3403,9269
2024-07-22 10:51:00,161.3752,161.3752,161.1870,161.1870,8155
2024-07-22 10:52:00,161.2654,161.3552,161.2254,161.3552,8003
2024-07-22 10:53:00,161.2953,161.3353,161.0757,161.0956,13086
2024-07-22 10:54:00,161.0857,161.2155,161.0357,161.1655,10640
2024-07-22 10:55:00,161.2055,161.2854,161.1555,161.2854,3640
2024-07-22 10:56:00,161.2953,161.4850,161.2953,161.4301,5329
2024-07-22 10:57:00,161.4850,161.4850,161.3053,161.4850,16024
2024-07-22 10:58:00,161.4751,161.4850,161.3752,161.4052,8591
2024-07-22 10:59:00,161.4251,161.4551,161.3053,161.4102,9113
2024-07-22 11:00:00,161.4551,161.4950,161.3353,161.4102,7083
2024-07-22 11:01:00,161.4351,161.5250,161.4307,161.4651,5987
2024-07-22 11:02:00,161.5150,161.6049,161.4551,161.5649,6027
2024-07-22 11:03:00,161.6248,161.6847,161.5949,161.6847,5557
2024-07-22 11:04:00,161.6748,161.6847,161.6049,161.6847,7399
2024-07-22 11:05:00,161.6648,161.8145,161.6548,161.7167,18242
2024-07-22 11:06:00,161.7447,161.7746,161.6248,161.6248,6683
2024-07-22 11:07:00,161.6248,161.7447,161.5290,161.5350,10689
2024-07-22 11:08:00,161.5949,161.6037,161.4002,161.4002,7492
2024-07-22 11:09:00,161.4052,161.4651,161.0757,161.1256,8337
2024-07-22 11:10:00,161.0757,161.2354,161.0757,161.1855,16007
2024-07-22 11:11:00,161.2354,161.2554,161.1156,161.1456,9448
2024-07-22 11:12:00,161.2155,161.2953,161.1655,161.1855,9689
2024-07-22 11:13:00,161.1805,161.2454,161.1156,161.1755,2209
2024-07-22 11:14:00,161.2354,161.3253,161.1056,161.1256,12692
2024-07-22 11:15:00,161.0757,161.2254,161.0757,161.2254,6885
2024-07-22 11:16:00,161.2354,161.2354,160.9758,161.0357,11566
2024-07-22 11:17:00,160.9958,161.0757,160.9459,161.0557,6793
2024-07-22 11:18:00,161.0857,161.1655,161.0607,161.1256,4512
2024-07-22 11:19:00,161.1156,161.1356,161.0407,161.0956,7585
2024-07-22 11:20:00,161.0956,161.1456,161.0357,161.1056,7057
2024-07-22 11:21:00,161.1456,161.1855,161.0307,161.0307,11766
2024-07-22 11:22:00,161.0607,161.0956,161.0257,161.0357,2019
2024-07-22 11:23:00,161.0357,161.0657,160.8560,160.9459,11274
2024-07-22 11:24:00,160.9209,161.0257,160.8148,160.9808,15459
2024-07-22 11:25:00,160.9459,161.0158,160.9059,160.9059,9576
2024-07-22 11:26:00,160.9259,161.0257,160.8660,160.8760,11882
2024-07-22 11:27:00,160.8959,161.0058,160.8660,160.9209,7887
2024-07-22 11:28:00,160.9209,160.9209,160.7062,160.7062,4950
2024-07-22 11:29:00,160.7262,160.7362,160.5964,160.6263,7707
2024-07-22 11:30:00,160.5964,160.6463,160.5065,160.6463,12090
2024-07-22 11:31:00,160.6313,160.6962,160.5764,160.6862,10180
2024-07-22 11:32:00,160.6663,160.6663,160.5664,160.5964,4599
2024-07-22 11:33:00,160.6164,160.6663,160.5864,160.6663,6408
2024-07-22 11:34:00,160.6763,160.7661,160.6302,160.7262,10924
2024-07-22 11:35:00,160.7761,160.7761,160.6962,160.7760,5870
2024-07-22 11:36:00,160.7517,160.7562,160.6563,160.6563,4372
2024-07-22 11:37:00,160.7262,160.8161,160.6962,160.8161,8128
2024-07-22 11:38:00,160.8161,160.9059,160.7861,160.8560,12484
2024-07-22 11:39:00,160.8860,160.9259,160.8460,160.9259,5464
2024-07-22 11:40:00,160.9209,160.9658,160.9059,160.9109,6638
2024-07-22 11:41:00,160.9259,160.9459,160.6863,160.7961,10848
2024-07-22 11:42:00,160.7961,160.8760,160.7262,160.8660,7309
2024-07-22 11:43:00,160.8760,160.9359,160.8560,160.9259,8855
2024-07-22 11:44:00,160.9559,160.9858,160.9359,160.9858,5436
2024-07-22 11:45:00,160.9958,161.0058,160.9559,160.9559,5262
2024-07-22 11:46:00,160.9359,161.0058,160.8860,160.9958,9932
2024-07-22 11:47:00,161.0008,161.0557,160.9459,161.0557,3912
2024-07-22 11:48:00,161.0557,161.0557,160.9758,161.0457,5073
2024-07-22 11:49:00,161.0557,161.0956,161.0257,161.0307,6422
2024-07-22 11:50:00,161.0757,161.0757,160.9858,161.0657,7712
2024-07-22 11:51:00,161.0857,161.1116,161.0357,161.0657,8548
2024-07-22 11:52:00,161.0757,161.1456,161.0657,161.1256,7325
2024-07-22 11:53:00,161.1256,161.1555,160.9758,160.9758,5386
2024-07-22 11:54:00,160.9459,161.0467,160.8962,160.9608,9830
2024-07-22 11:55:00,160.9608,160.9758,160.9059,160.9758,2780
2024-07-22 11:56:00,160.9409,161.0058,160.9059,160.9059,6459
2024-07-22 11:57:00,160.9359,160.9758,160.9059,160.9658,3364
2024-07-22 11:58:00,160.9159,160.9359,160.8560,160.9259,4821
2024-07-22 11:59:00,160.8860,160.8959,160.8061,160.8560,4720
2024-07-22 12:00:00,160.8260,161.0257,160.8260,161.0257,11802
2024-07-22 12:01:00,161.0158,161.0457,160.8660,161.0457,10630
2024-07-22 12:02:00,161.0158,161.0158,160.9658,161.0158,5301
2024-07-22 12:03:00,161.0257,161.0357,160.9559,160.9858,2455
2024-07-22 12:04:00,161.0357,161.0357,160.8560,160.8760,4340
2024-07-22 12:05:00,160.8760,160.8959,160.8161,160.8264,3010
2024-07-22 12:06:00,160.8061,160.9159,160.8061,160.9059,5741
2024-07-22 12:07:00,160.8959,160.9858,160.8860,160.9359,9679
2024-07-22 12:08:00,160.9459,161.1456,160.9459,161.1406,6412
2024-07-22 12:09:00,161.1655,161.1855,161.0857,161.0956,8025
2024-07-22 12:10:00,161.1156,161.2554,161.1156,161.2404,8021
2024-07-22 12:11:00,161.2404,161.2654,161.1655,161.1655,5482
2024-07-22 12:12:00,161.1705,161.2254,161.1655,161.2155,4467
2024-07-22 12:13:00,161.2055,161.2454,161.0956,161.1855,8171
2024-07-22 12:14:00,161.1955,161.2654,161.1755,161.2354,3661
2024-07-22 12:15:00,161.2454,161.3053,161.2254,161.2804,3678
2024-07-22 12:16:00,161.2654,161.3153,161.2554,161.2953,6185
2024-07-22 12:17:00,161.3153,161.3253,161.2704,161.3053,7368
2024-07-22 12:18:00,161.3053,161.3552,161.2953,161.3552,3986
2024-07-22 12:19:00,161.3253,161.4350,161.3253,161.4201,8524
2024-07-22 12:20:00,161.4201,161.4850,161.4201,161.4850,4573
2024-07-22 12:21:00,161.4850,161.4850,161.4351,161.4351,4883
2024-07-22 12:22:00,161.4440,161.4751,161.4251,161.4651,4323
2024-07-22 12:23:00,161.4351,161.5150,161.4351,161.4947,11872
2024-07-22 12:24:00,161.4728,161.5050,161.4351,161.4551,10813
2024-07-22 12:25:00,161.4251,161.4401,161.3802,161.3902,7165
2024-07-22 12:26:00,161.3852,161.3852,161.2654,161.3403,8539
2024-07-22 12:27:00,161.3153,161.3952,161.3153,161.3453,9369
2024-07-22 12:28:00,161.3453,161.3503,161.2554,161.3103,7283
2024-07-22 12:29:00,161.2953,161.3053,161.2354,161.2681,2918
2024-07-22 12:30:00,161.2754,161.2953,161.2354,161.2354,5540
2024-07-22 12:31:00,161.2454,161.2454,161.1356,161.1356,7119
2024-07-22 12:32:00,161.1555,161.1555,161.0857,161.1256,7624
2024-07-22 12:33:00,161.1156,161.1456,161.0657,161.0757,5434
2024-07-22 12:34:00,161.0657,161.1456,161.0457,161.1456,6058
2024-07-22 12:35:00,161.1356,161.1755,161.0956,161.0956,4165
2024-07-22 12:36:00,161.1056,161.1855,161.0956,161.1156,12882
2024-07-22 12:37:00,161.1056,161.2055,161.0857,161.2055,14817
2024-07-22 12:38:00,161.2055,161.2354,161.1506,161.2304,11687
2024-07-22 12:39:00,161.2155,161.3053,161.2155,161.2854,5844
2024-07-22 12:40:00,161.2903,161.3153,161.2903,161.3053,2143
2024-07-22 12:41:00,161.2953,161.3053,161.1955,161.2204,5481
2024-07-22 12:42:00,161.2254,161.2854,161.2055,161.2554,4891
2024-07-22 12:43:00,161.2754,161.2754,161.2354,161.2604,5135
2024-07-22 12:44:00,161.2604,161.2953,161.2604,161.2953,4253
2024-07-22 12:45:00,161.2903,161.2903,161.2504,161.2554,4677
2024-07-22 12:46:00,161.2854,161.3453,161.2854,161.3353,3776
2024-07-22 12:47:00,161.3253,161.3752,161.1555,161.1655,9598
2024-07-22 12:48:00,161.2155,161.2155,161.1156,161.1555,1757
2024-07-22 12:49:00,161.1905,161.3053,161.1755,161.3053,6462
2024-07-22 12:50:00,161.2854,161.3053,161.2615,161.2812,3610
2024-07-22 12:51:00,161.3253,161.4152,161.3253,161.4152,10873
2024-07-22 12:52:00,161.4351,161.5350,161.4251,161.5250,6840
2024-07-22 12:53:00,161.5250,161.5749,161.4850,161.5646,8585
2024-07-22 12:54:00,161.5849,161.6129,161.5849,161.6129,2460
2024-07-22 12:55:00,161.5949,161.6149,161.5749,161.6049,5337
2024-07-22 12:56:00,161.6049,161.6448,161.6049,161.6049,5791
2024-07-22 12:57:00,161.5849,161.5849,161.4864,161.5549,6040
2024-07-22 12:58:00,161.5350,161.5749,161.5250,161.5350,4109
2024-07-22 12:59:00,161.5549,161.6049,161.4850,161.6049,6512
2024-07-22 13:00:00,161.6149,161.6847,161.6049,161.6248,10952
2024-07-22 13:01:00,161.6548,161.6548,161.5949,161.5949,1744
2024-07-22 13:02:00,161.5949,161.6648,161.5949,161.6648,4057
2024-07-22 13:03:00,161.6548,161.6748,161.6548,161.6748,3021
2024-07-22 13:04:00,161.6847,161.7147,161.6748,161.7147,4729
2024-07-22 13:05:00,161.7197,161.8245,161.7197,161.8245,14027
2024-07-22 13:06:00,161.8345,161.8925,161.7247,161.7691,20984
2024-07-22 13:07:00,161.7796,161.7946,161.7646,161.7746,3953
2024-07-22 13:08:00,161.7746,161.8445,161.7746,161.8437,4846
2024-07-22 13:09:00,161.8445,161.9144,161.8245,161.9144,7119
2024-07-22 13:10:00,161.9324,161.9643,161.8944,161.9543,9129
2024-07-22 13:11:00,161.9344,161.9344,161.7546,161.7796,9758
2024-07-22 13:12:00,161.8046,161.9843,161.7996,161.9843,26016
2024-07-22 13:13:00,161.9444,161.9843,161.8944,161.9843,7474
2024-07-22 13:14:00,161.9793,162.0242,161.9344,161.9444,7110
2024-07-22 13:15:00,161.9843,162.0142,161.9818,161.9843,4777
2024-07-22 13:16:00,161.9993,162.0442,161.9444,162.0342,14259
2024-07-22 13:17:00,162.0342,162.0342,161.9543,161.9643,12909
2024-07-22 13:18:00,161.9743,161.9843,161.8345,161.8645,8704
2024-07-22 13:19:00,161.8645,162.0841,161.8645,162.0692,10228
2024-07-22 13:20:00,162.0941,162.0941,162.0242,162.0841,6798
2024-07-22 13:21:00,162.0692,162.0742,161.9743,161.9843,14881
2024-07-22 13:22:00,161.9843,162.0924,161.9643,162.0841,9824
2024-07-22 13:23:00,162.0941,162.2439,162.0841,162.1840,17628
2024-07-22 13:24:00,162.1840,162.1840,162.0941,162.0941,5871
2024-07-22 13:25:00,162.1141,162.1840,162.0941,162.1840,10016
2024-07-22 13:26:00,162.1590,162.2139,162.1241,162.1291,14177
2024-07-22 13:27:00,162.1241,162.1640,162.0941,162.1041,6157
2024-07-22 13:28:00,162.0841,162.1840,162.0841,162.1740,7403
2024-07-22 13:29:00,162.1840,162.2339,162.1600,162.1600,7187
2024-07-22 13:30:00,162.1740,162.2838,162.1640,162.2440,18323
2024-07-22 13:31:00,162.2639,162.3338,162.2621,162.2709,10958
2024-07-22 13:32:00,162.2938,162.3737,162.2838,162.3637,11031
2024-07-22 13:33:00,162.3837,162.5035,162.3724,162.5035,19084
2024-07-22 13:34:00,162.5032,162.5534,162.4835,162.5135,12456
2024-07-22 13:35:00,162.5235,162.5235,162.3138,162.3138,11101
2024-07-22 13:36:00,162.3088,162.3338,162.2739,162.3338,11628
2024-07-22 13:37:00,162.2938,162.3038,162.2339,162.2785,5824
2024-07-22 13:38:00,162.2539,162.2539,162.1341,162.1540,9045
2024-07-22 13:39:00,162.1740,162.1890,162.1141,162.1840,12019
2024-07-22 13:40:00,162.1840,162.2539,162.1341,162.2539,6180
2024-07-22 13:41:00,162.2389,162.2539,162.2139,162.2539,3611
2024-07-22 13:42:00,162.2339,162.3537,162.2339,162.3487,7470
2024-07-22 13:43:00,162.3437,162.4037,162.3338,162.3787,8596
2024-07-22 13:44:00,162.3637,162.3937,162.3038,162.3338,7072
