,open_GOOG,high_GOOG,low_GOOG,close_GOOG,volume_GOOG
2024-07-24 16:38:00,174.7663,174.7663,174.7363,174.7363,1234
2024-07-24 16:39:00,174.7663,174.7663,174.7138,174.7363,358
2024-07-24 16:40:00,174.7163,174.7163,174.5366,174.5965,774
2024-07-24 16:41:00,174.5965,174.6264,174.2769,174.5665,3577
2024-07-24 16:42:00,174.5765,174.6115,174.5565,174.6115,645
2024-07-24 16:43:00,174.6264,174.6264,174.5865,174.6264,74
2024-07-24 16:44:00,174.5765,174.6264,174.5765,174.6264,571
2024-07-24 16:45:00,174.6264,174.6264,174.1371,174.1371,1639
2024-07-24 16:46:00,174.5965,174.6065,174.3268,174.5565,2678
2024-07-24 16:47:00,174.5565,174.5565,174.4766,174.5166,259
2024-07-24 16:48:00,174.4766,174.5166,174.4766,174.5166,41
2024-07-24 16:49:00,174.4772,174.5166,174.4772,174.5166,274
2024-07-24 16:50:00,174.5166,174.5565,174.4766,174.5366,478
2024-07-24 16:51:00,174.5565,174.5565,174.5176,174.5416,594
2024-07-24 16:52:00,174.5765,174.5765,174.5066,174.5266,390
2024-07-24 16:53:00,174.5266,174.5366,174.4766,174.5366,1045
2024-07-24 16:54:00,174.5366,174.5366,174.4467,174.5066,2008
2024-07-24 16:55:00,174.5066,174.5066,174.4167,174.5066,426
2024-07-24 16:56:00,174.4467,174.5066,174.4167,174.4667,290
2024-07-24 16:57:00,174.4617,174.4966,167.8645,174.4617,361
2024-07-24 16:58:00,174.4617,174.5066,172.0326,174.4267,124
2024-07-24 16:59:00,174.4230,174.5063,174.4230,174.4467,481
2024-07-24 17:00:00,174.4617,174.5066,174.4467,174.5066,252
2024-07-24 17:01:00,174.4966,174.4966,174.4766,174.4766,145
2024-07-24 17:02:00,174.4567,174.4667,174.4167,174.4567,51
2024-07-24 17:03:00,174.4866,174.4866,174.4467,174.4667,68
2024-07-24 17:04:00,174.4517,174.4866,165.9475,165.9475,729
2024-07-24 17:05:00,174.4866,174.4866,174.4167,174.4567,1462
2024-07-24 17:06:00,174.4567,174.4567,174.4317,174.4567,71
2024-07-24 17:07:00,174.4267,174.4667,174.4167,174.4667,764
2024-07-24 17:08:00,174.4267,174.4417,174.4267,174.4417,37
2024-07-24 17:09:00,174.4417,174.4667,174.4267,174.4623,553
2024-07-24 17:10:00,174.4667,174.4667,174.4367,174.4367,194
2024-07-24 17:11:00,174.4667,174.4667,174.4387,174.4482,2501
2024-07-24 17:12:00,174.5066,174.5066,174.4467,174.4567,48
2024-07-24 17:13:00,174.4966,174.4966,174.4467,174.4467,192
2024-07-24 17:14:00,174.4966,174.4966,174.4467,174.4467,140
2024-07-24 17:15:00,174.4467,174.5066,174.4467,174.4866,452
2024-07-24 17:16:00,174.5066,174.6764,174.1371,174.6664,460740
2024-07-24 17:17:00,174.6664,174.6764,174.5665,174.6664,101
2024-07-24 17:18:00,174.6664,174.6764,174.5565,174.6165,1141
2024-07-24 17:19:00,174.6764,174.6764,174.5665,174.6165,129
2024-07-24 17:20:00,174.5665,174.6764,174.5565,174.5565,1109
2024-07-24 17:21:00,174.6664,174.6764,174.5665,174.6764,586
2024-07-24 17:22:00,174.6655,174.6664,174.5665,174.5665,589
2024-07-24 17:23:00,174.6115,174.6764,174.5565,174.5965,454
2024-07-24 17:24:00,174.6764,174.6764,174.3268,174.4667,1177
2024-07-24 17:25:00,174.4667,174.4766,174.2669,174.2969,282
2024-07-24 17:26:00,174.4766,174.4766,174.2669,174.2669,127
2024-07-24 17:27:00,174.4667,174.4766,174.2769,174.4766,83
2024-07-24 17:28:00,174.4667,174.4766,174.4667,174.4766,111
2024-07-24 17:29:00,174.4766,174.4766,174.2969,174.3299,182
2024-07-24 17:30:00,174.5565,174.5565,174.4866,174.4866,17
2024-07-24 17:31:00,174.4766,174.5166,174.3590,174.5166,62
2024-07-24 17:32:00,174.4167,174.4267,174.3169,174.3169,38
2024-07-24 17:33:00,174.3268,174.3868,174.2969,174.3069,350
2024-07-24 17:34:00,174.3069,174.3868,174.2669,174.3868,1861
2024-07-24 17:35:00,174.3868,174.3868,174.2669,174.3868,399
2024-07-24 17:36:00,174.3568,174.3868,174.3568,174.3768,97
2024-07-24 17:37:00,174.3868,174.3868,174.3268,174.3268,69
2024-07-24 17:38:00,174.2669,174.4167,174.2669,174.2669,75
2024-07-24 17:39:00,174.3868,174.4167,174.3568,174.3868,62
2024-07-24 17:40:00,174.3768,174.4167,174.2669,174.3868,261
2024-07-24 17:41:00,174.4167,174.4167,174.2370,174.2869,288
2024-07-24 17:42:00,174.3668,174.4167,174.2669,174.3568,70
2024-07-24 17:43:00,174.3718,174.3718,174.2470,174.2626,29
2024-07-24 17:44:00,174.3368,174.4267,174.2669,174.3768,81
2024-07-24 17:45:00,174.2669,174.4267,174.2669,174.3668,8
2024-07-24 17:46:00,174.3568,174.4167,174.2569,174.3468,353
2024-07-24 17:47:00,174.2819,174.3668,174.2819,174.3668,2
2024-07-24 17:48:00,174.2070,174.3668,174.2070,174.3169,121
2024-07-24 17:49:00,174.3668,174.3668,174.2470,174.3668,196
2024-07-24 17:50:00,174.3568,174.3568,174.2669,174.3268,182
2024-07-24 17:51:00,174.3668,174.3668,174.1970,174.3668,178
2024-07-24 17:52:00,174.3568,174.3568,174.2716,174.2769,32
2024-07-24 17:53:00,174.2769,174.3868,174.1970,174.2769,89
2024-07-24 17:54:00,174.2769,174.3169,174.1970,174.3169,241
2024-07-24 17:55:00,174.2669,174.2969,174.2320,174.2669,123
2024-07-24 17:56:00,174.2669,174.3368,174.2170,174.2869,119
2024-07-24 17:57:00,174.2320,174.2769,174.2320,174.2769,79
2024-07-24 17:58:00,174.3868,174.3868,174.2187,174.2470,37
2024-07-24 17:59:00,174.3868,174.3868,174.1371,174.2669,487255
2024-07-24 18:00:00,174.3668,174.7663,174.3468,174.7663,2300
2024-07-24 18:01:00,174.6065,174.7563,174.6065,174.7563,4
2024-07-24 18:02:00,174.7563,174.7563,174.3069,174.7563,16
2024-07-24 18:03:00,174.3298,174.7563,174.3298,174.6464,709
2024-07-24 18:04:00,174.6464,174.7563,174.5466,174.6764,70
2024-07-24 18:05:00,174.6764,174.7563,174.5765,174.7363,188
2024-07-24 18:06:00,174.7263,174.7563,174.5665,174.7563,441
2024-07-24 18:07:00,174.6564,174.7563,174.6564,174.7563,117
2024-07-24 18:08:00,174.7463,174.7663,174.7363,174.7663,1866
2024-07-24 18:09:00,174.6664,174.7663,174.6664,174.7563,16
2024-07-24 18:10:00,174.7563,174.7563,174.5765,174.7563,372
2024-07-24 18:11:00,174.7463,174.7563,174.5765,174.6664,69
2024-07-24 18:12:00,174.6664,174.6764,174.5765,174.5765,396
2024-07-24 18:13:00,174.6264,174.6664,174.5865,174.5865,350
2024-07-24 18:14:00,174.6065,174.7563,174.5466,174.7563,2489
2024-07-24 18:15:00,174.7563,174.8661,174.7563,174.8661,783
2024-07-24 18:16:00,174.8062,174.8861,174.7693,174.8362,739
2024-07-24 18:17:00,174.8262,174.9960,174.8262,174.9960,1112
2024-07-24 18:18:00,174.9660,175.0159,174.8661,175.0159,124
2024-07-24 18:19:00,174.8661,175.0159,174.8661,174.9660,345
2024-07-24 18:20:00,174.9660,175.0159,174.8661,174.8661,69
2024-07-24 18:21:00,174.9011,175.0159,174.8162,174.8461,538
2024-07-24 18:22:00,174.8162,174.8162,174.5466,174.5865,1482
2024-07-24 18:23:00,174.5865,174.6664,174.5466,174.6664,1622
2024-07-24 18:24:00,174.6364,174.7862,174.5865,174.6664,255
2024-07-24 18:25:00,174.7663,174.7663,174.5166,174.5366,871
2024-07-24 18:26:00,174.5466,174.5466,174.4667,174.5466,79
2024-07-24 18:27:00,174.5466,174.5466,174.5366,174.5366,8
2024-07-24 18:28:00,174.5366,174.5466,174.4667,174.5216,334
2024-07-24 18:29:00,174.5466,174.5466,174.5166,174.5466,59
2024-07-24 18:30:00,174.5266,174.5366,174.4966,174.4966,4
2024-07-24 18:31:00,174.5466,174.5466,174.4567,174.4567,15
2024-07-24 18:32:00,174.4467,174.5466,174.3768,174.4567,229
2024-07-24 18:33:00,174.4966,174.5466,174.3668,174.5066,360
2024-07-24 18:34:00,174.5066,174.5466,174.5066,174.5366,35
2024-07-24 18:35:00,174.4517,174.5366,174.4517,174.5166,291
2024-07-24 18:36:00,174.4667,174.5466,174.4567,174.4916,453
2024-07-24 18:37:00,174.5166,174.5466,174.4766,174.4766,9
2024-07-24 18:38:00,174.5166,174.5166,174.4916,174.5166,40
2024-07-24 18:39:00,174.5166,174.5166,174.4816,174.4816,111
2024-07-24 18:40:00,174.4848,174.4848,174.4848,174.4848,50
2024-07-24 18:41:00,174.4766,174.5165,174.4766,174.5066,24
2024-07-24 18:42:00,174.5166,174.7663,174.4467,174.4467,1057
2024-07-24 18:43:00,174.5466,174.5466,174.4567,174.5466,10
2024-07-24 18:44:00,174.3668,174.5166,174.3668,174.4567,101
2024-07-24 18:45:00,174.5366,174.5466,174.3906,174.5366,152
2024-07-24 18:46:00,174.5466,174.5466,174.3768,174.4467,114
2024-07-24 18:47:00,174.5466,174.5466,174.3768,174.5366,115
2024-07-24 18:48:00,174.5454,174.5565,174.3768,174.5466,113
2024-07-24 18:49:00,174.5466,174.5466,174.5166,174.5166,64
2024-07-24 18:50:00,174.5466,174.5466,174.5166,174.5166,65
2024-07-24 18:51:00,174.5166,174.5466,174.4467,174.5466,177
2024-07-24 18:52:00,174.5466,174.5466,174.4267,174.4267,381
2024-07-24 18:53:00,174.4267,174.4267,174.3968,174.4267,115
2024-07-24 18:54:00,174.4267,174.4267,174.3768,174.4267,41
2024-07-24 18:55:00,174.4267,174.4267,174.4017,174.4267,227
2024-07-24 18:56:00,174.4267,174.4267,174.3968,174.4267,374
2024-07-24 18:57:00,174.4267,174.5466,174.3668,174.5466,401
2024-07-24 18:58:00,174.4567,174.5466,174.3668,174.4567,99
2024-07-24 18:59:00,174.3683,174.5466,174.3668,174.3668,26
2024-07-24 19:00:00,174.5466,174.5466,174.3668,174.3668,106
2024-07-24 19:01:00,174.3668,174.4567,174.3668,174.3668,45
2024-07-24 19:02:00,174.4567,174.4567,174.4367,174.4467,47
2024-07-24 19:03:00,174.4367,174.5066,174.4367,174.5066,73
2024-07-24 19:04:00,174.3668,174.4667,174.3368,174.3368,708
2024-07-24 19:05:00,174.3368,174.4667,174.2969,174.3568,153
2024-07-24 19:06:00,174.3668,174.4367,174.3668,174.4367,53
2024-07-24 19:07:00,174.4431,174.4567,174.3169,174.4267,599
2024-07-24 19:08:00,174.3918,174.4667,174.3918,174.3918,3
2024-07-24 19:09:00,174.3368,174.4442,174.3368,174.4442,162
2024-07-24 19:10:00,174.4380,174.4380,174.3968,174.3968,9
2024-07-24 19:11:00,174.4267,174.4667,174.3268,174.3968,229
2024-07-24 19:12:00,174.4667,174.4667,174.3968,174.4667,15
2024-07-24 19:13:00,174.3368,174.4667,174.3368,174.3568,433
2024-07-24 19:14:00,174.3568,174.3668,174.3568,174.3668,168
2024-07-24 19:15:00,174.3668,174.4667,174.3371,174.4067,303
2024-07-24 19:16:00,174.4167,174.4667,174.4167,174.4667,14
2024-07-24 19:17:00,174.4667,174.4667,174.4267,174.4567,11
2024-07-24 19:18:00,174.4567,174.5466,174.4367,174.5466,559
2024-07-24 19:19:00,174.5466,174.5466,174.4866,174.5454,26
2024-07-24 19:20:00,174.5466,174.5466,174.5466,174.5466,2
2024-07-24 19:21:00,174.5266,174.5466,174.5266,174.5466,51
2024-07-24 19:22:00,174.5366,174.5466,174.5366,174.5466,21
2024-07-24 19:23:00,174.5366,174.5366,174.4667,174.4667,55
2024-07-24 19:24:00,174.5366,174.5466,174.4956,174.5466,30
2024-07-24 19:25:00,174.5466,174.7663,174.4467,174.4667,470
2024-07-24 19:26:00,174.4966,174.5466,174.3768,174.3768,135
2024-07-24 19:27:00,174.3768,174.5665,174.3768,174.3768,76
2024-07-24 19:28:00,174.5565,174.5565,174.4067,174.4067,33
2024-07-24 19:29:00,174.4467,174.5166,174.3768,174.4467,613
2024-07-24 19:30:00,174.4267,174.4467,174.3468,174.4467,960
2024-07-24 19:31:00,174.4367,174.4367,174.3268,174.4067,261
2024-07-24 19:32:00,174.4766,174.4766,174.4766,174.4766,10
2024-07-24 19:33:00,174.4766,174.4866,174.4766,174.4866,17
2024-07-24 19:34:00,174.4866,174.4866,174.4866,174.4866,2
2024-07-24 19:35:00,174.4067,174.4866,174.3268,174.3268,36
2024-07-24 19:36:00,174.4766,174.4866,174.4766,174.4866,76
2024-07-24 19:37:00,174.5066,174.5166,174.4766,174.4766,537
2024-07-24 19:38:00,174.4766,174.5166,174.4766,174.5166,51
2024-07-24 19:39:00,174.4217,174.4866,174.3268,174.3268,200
2024-07-24 19:40:00,174.4163,174.4167,174.3668,174.3668,60
2024-07-24 19:41:00,174.4167,174.4467,174.3268,174.4167,138
2024-07-24 19:42:00,174.4167,174.4167,174.3186,174.3186,553
2024-07-24 19:43:00,174.4158,174.4167,174.2070,174.2769,2806
2024-07-24 19:44:00,174.2769,174.2769,174.2769,174.2769,5
2024-07-24 19:45:00,174.2769,174.4167,174.2569,174.2669,103
2024-07-24 19:46:00,174.2669,174.4067,174.2070,174.2070,1186
2024-07-24 19:47:00,174.2669,174.2969,174.2669,174.2669,74
2024-07-24 19:48:00,174.4067,174.4067,174.2969,174.4067,10
2024-07-24 19:49:00,174.4067,174.4067,174.2969,174.3868,181
2024-07-24 19:50:00,174.2969,174.4167,174.2969,174.4167,21
2024-07-24 19:51:00,174.3668,174.3668,174.2669,174.2669,181
2024-07-24 19:52:00,174.2969,174.3418,174.2669,174.2869,388
2024-07-24 19:53:00,174.2769,174.4167,174.2070,174.2190,320
2024-07-24 19:54:00,174.2669,174.3161,174.1794,174.3161,948
2024-07-24 19:55:00,174.1970,174.4067,174.1671,174.2370,683
2024-07-24 19:56:00,174.2819,174.2819,174.1671,174.2819,341
2024-07-24 19:57:00,174.2819,174.3968,174.1671,174.1671,151
2024-07-24 19:58:00,174.1671,174.2370,174.1671,174.2370,123
2024-07-24 19:59:00,174.2170,174.3668,174.1471,174.3668,1754
2024-07-25 04:00:00,174.6464,174.6464,173.7676,174.1271,855
2024-07-25 04:01:00,174.1171,174.2170,173.8675,173.8974,860
2024-07-25 04:02:00,173.8974,173.8974,173.6078,173.6178,1856
2024-07-25 04:03:00,173.5679,173.5878,173.4181,173.5679,1145
2024-07-25 04:04:00,173.4580,173.4780,173.4081,173.4780,284
2024-07-25 04:05:00,173.5779,173.5779,173.4281,173.4281,345
2024-07-25 04:06:00,173.4281,173.5179,173.3781,173.5179,1882
2024-07-25 04:07:00,173.3681,173.4780,172.9287,173.0286,1306
2024-07-25 04:08:00,172.9787,173.0685,172.7889,172.7889,485
2024-07-25 04:09:00,172.7689,172.8089,172.6591,172.7589,1865
2024-07-25 04:10:00,172.6691,173.1784,172.6191,173.1784,2972
2024-07-25 04:11:00,173.1584,173.2583,172.9187,173.2383,732
2024-07-25 04:12:00,173.1984,173.1984,173.0186,173.0186,21
2024-07-25 04:13:00,173.0685,173.1984,172.9287,173.1684,472
2024-07-25 04:14:00,173.0585,173.0585,172.9687,172.9687,5
2024-07-25 04:15:00,172.8788,172.9687,172.5193,172.6691,3816
2024-07-25 04:16:00,172.6890,172.9387,172.6691,172.8388,1020
2024-07-25 04:17:00,172.8788,172.9687,172.7689,172.9087,1004
2024-07-25 04:18:00,172.9087,173.0386,172.7390,172.9487,1185
2024-07-25 04:19:00,172.9487,172.9487,172.6591,172.8189,3852
2024-07-25 04:20:00,172.8488,172.9787,172.6990,172.6990,1826
2024-07-25 04:21:00,172.6890,172.8688,172.6890,172.7789,1494
2024-07-25 04:22:00,172.7789,172.8189,172.7789,172.7989,64
2024-07-25 04:23:00,172.8788,173.0785,172.7989,172.9187,2011
2024-07-25 04:24:00,173.0486,173.1684,172.9287,172.9787,1654
2024-07-25 04:25:00,172.9886,173.0985,172.8788,172.9886,2320
2024-07-25 04:26:00,173.0685,173.2683,173.0685,173.2583,626
2024-07-25 04:27:00,173.2583,173.2583,173.1285,173.1285,1061
2024-07-25 04:28:00,173.1584,173.2783,173.0885,173.2083,1035
2024-07-25 04:29:00,173.1185,173.2683,173.0885,173.2583,841
2024-07-25 04:30:00,173.2183,173.4580,173.0585,173.3981,1029
2024-07-25 04:31:00,173.3482,173.4380,173.1984,173.4281,1224
2024-07-25 04:32:00,173.4081,173.6178,173.2083,173.4081,509
2024-07-25 04:33:00,173.3282,173.3981,173.2982,173.3981,96
2024-07-25 04:34:00,173.3981,173.5679,173.3981,173.5479,665
2024-07-25 04:35:00,173.4580,173.5679,173.3681,173.4380,370
2024-07-25 04:36:00,173.4281,173.5379,173.2783,173.4380,1438
2024-07-25 04:37:00,173.4281,173.6977,173.3881,173.4380,401
2024-07-25 04:38:00,173.4380,173.6478,173.4380,173.6078,1150
2024-07-25 04:39:00,173.6278,173.6378,173.5379,173.5379,325
2024-07-25 04:40:00,173.6977,173.7576,173.6278,173.7576,137
2024-07-25 04:41:00,173.7576,173.8275,173.6378,173.8275,1176
2024-07-25 04:42:00,173.8175,173.9374,173.6478,173.7676,529
2024-07-25 04:43:00,173.8075,173.8075,173.6278,173.6378,64
2024-07-25 04:44:00,173.6478,173.7776,173.6178,173.7576,192
2024-07-25 04:45:00,173.7576,173.7676,173.5579,173.6977,170
2024-07-25 04:46:00,173.6877,173.6877,173.6378,173.6877,212
2024-07-25 04:47:00,173.6378,173.6378,173.6378,173.6378,4
2024-07-25 04:48:00,173.6378,173.6378,173.5779,173.5779,128
2024-07-25 04:49:00,173.5779,173.6777,173.5779,173.5978,84
2024-07-25 04:50:00,173.5978,173.7376,173.4980,173.5878,997
2024-07-25 04:51:00,173.6577,173.8375,173.5579,173.6977,1097
2024-07-25 04:52:00,173.7376,173.8675,173.7277,173.8675,992
2024-07-25 04:53:00,173.7976,173.8575,173.7976,173.8475,227
2024-07-25 04:54:00,173.8175,173.8775,173.7876,173.8375,836
2024-07-25 04:55:00,173.9074,173.9074,173.8175,173.8175,111
2024-07-25 04:56:00,173.9873,174.0173,173.9773,173.9773,452
2024-07-25 04:57:00,174.0672,174.0972,173.9773,173.9873,625
2024-07-25 04:58:00,173.9973,174.1071,173.9973,174.0772,545
2024-07-25 04:59:00,174.0772,174.1471,174.0272,174.1471,389
2024-07-25 05:00:00,174.1271,174.1571,174.1271,174.1571,305
2024-07-25 05:01:00,174.1671,174.1970,174.0572,174.0572,397
2024-07-25 05:02:00,174.1471,174.2370,174.1471,174.2370,357
2024-07-25 05:03:00,174.2470,174.3468,174.2470,174.3169,694
2024-07-25 05:04:00,174.3069,174.3169,174.3069,174.3169,10
2024-07-25 05:05:00,174.3668,174.4766,174.3668,174.4167,201
2024-07-25 05:06:00,174.4167,174.4766,174.4167,174.4766,386
2024-07-25 05:07:00,174.4766,174.6764,174.3768,174.6264,606
2024-07-25 05:08:00,174.6165,174.6165,174.6165,174.6165,100
2024-07-25 05:09:00,174.5466,174.6165,174.5466,174.6165,105
2024-07-25 05:10:00,174.6065,174.6065,174.5565,174.5965,112
2024-07-25 05:11:00,174.6364,174.6364,174.6364,174.6364,72
2024-07-25 05:12:00,174.6364,174.6364,174.4367,174.4367,313
2024-07-25 05:13:00,174.2769,174.2769,174.0272,174.0972,334
2024-07-25 05:14:00,174.0772,174.2270,173.9873,174.2270,336
2024-07-25 05:15:00,174.1471,174.1671,173.9773,173.9773,356
2024-07-25 05:16:00,174.1571,174.1571,174.0572,174.0572,62
2024-07-25 05:17:00,174.0372,174.0372,173.7177,173.7876,1147
2024-07-25 05:18:00,173.8175,173.8175,173.8175,173.8175,1
2024-07-25 05:19:00,173.9274,173.9474,173.8275,173.8275,204
2024-07-25 05:20:00,173.9673,173.9673,173.9374,173.9474,101
2024-07-25 05:21:00,173.8275,173.8874,173.8275,173.8475,81
2024-07-25 05:22:00,173.8475,173.9374,173.8475,173.8675,54
2024-07-25 05:23:00,174.0073,174.0073,173.8475,173.8475,52
2024-07-25 05:24:00,173.8575,173.8575,173.7576,173.7576,400
2024-07-25 05:25:00,173.7277,173.9374,173.7277,173.9374,6
2024-07-25 05:26:00,173.9374,173.9374,173.9374,173.9374,2
2024-07-25 05:27:00,173.9374,173.9374,173.9174,173.9374,21
2024-07-25 05:28:00,173.8874,173.9374,173.8675,173.9374,199
2024-07-25 05:29:00,173.9374,174.0772,173.9374,174.0772,264
2024-07-25 05:30:00,174.0472,174.1371,174.0173,174.0173,357
2024-07-25 05:31:00,174.0173,174.1371,174.0173,174.0372,205
2024-07-25 05:32:00,174.0173,174.0173,174.0173,174.0173,1
2024-07-25 05:33:00,174.0872,174.0872,173.9274,173.9274,3
2024-07-25 05:34:00,173.9573,173.9573,173.9474,173.9474,103
2024-07-25 05:35:00,173.9474,173.9474,173.9174,173.9274,39
2024-07-25 05:36:00,173.8575,173.8575,173.7676,173.7676,55
2024-07-25 05:37:00,173.7676,173.8275,173.7676,173.8275,110
2024-07-25 05:38:00,173.7776,173.8275,173.6777,173.6777,219
2024-07-25 05:39:00,173.6777,173.6777,173.6178,173.6178,219
2024-07-25 05:40:00,173.6677,173.7876,173.6677,173.7876,93
2024-07-25 05:41:00,173.7976,173.7976,173.7976,173.7976,2
2024-07-25 05:42:00,173.5978,173.6977,173.5779,173.6977,67
2024-07-25 05:43:00,173.6677,173.6677,173.6677,173.6677,50
2024-07-25 05:44:00,173.6977,173.7376,173.6178,173.6378,179
2024-07-25 05:45:00,173.6777,173.6777,173.6677,173.6677,101
2024-07-25 05:46:00,173.6777,173.6777,173.5079,173.5179,387
2024-07-25 05:47:00,173.5779,173.5779,173.5379,173.5379,21
2024-07-25 05:48:00,173.5679,173.6777,173.5479,173.6777,214
2024-07-25 05:49:00,173.6278,173.6278,173.6278,173.6278,7
2024-07-25 05:50:00,173.6877,173.6877,173.6877,173.6877,71
2024-07-25 05:51:00,173.6877,173.6877,173.5978,173.6777,73
2024-07-25 05:52:00,173.7476,173.7676,173.7277,173.7676,43
2024-07-25 05:53:00,173.7476,173.7476,173.6078,173.6278,73
2024-07-25 05:54:00,173.6777,173.6777,173.5779,173.6078,59
2024-07-25 05:55:00,173.6178,173.6178,173.6178,173.6178,1
2024-07-25 05:56:00,173.5179,173.5379,173.3781,173.3881,130
2024-07-25 05:57:00,173.4580,173.4780,173.3781,173.4281,157
2024-07-25 05:58:00,173.4281,173.4680,173.4181,173.4680,100
2024-07-25 05:59:00,173.4880,173.4880,173.4380,173.4380,19
2024-07-25 06:00:00,173.5479,173.7676,173.5179,173.7676,395
2024-07-25 06:03:00,173.4680,173.4980,173.4680,173.4780,56
2024-07-25 06:05:00,173.5679,173.5679,173.4780,173.5679,34
2024-07-25 06:06:00,173.5679,173.5779,173.4081,173.4380,240
2024-07-25 06:07:00,173.4480,173.5679,173.4480,173.5679,2
2024-07-25 06:10:00,173.5379,173.5379,173.4380,173.4380,212
2024-07-25 06:11:00,173.4081,173.4081,173.3681,173.3681,41
2024-07-25 06:12:00,173.3681,173.3681,173.2183,173.2683,1796
2024-07-25 06:13:00,173.2683,173.2683,173.1784,173.1784,641
2024-07-25 06:14:00,173.1784,173.1784,173.0585,173.0685,128
2024-07-25 06:15:00,173.0386,173.0386,172.9287,172.9687,160
2024-07-25 06:16:00,172.9187,173.0985,172.8588,173.0985,603
2024-07-25 06:17:00,173.0685,173.0685,172.8988,172.9886,204
2024-07-25 06:18:00,173.0785,173.0985,172.9787,172.9787,132
2024-07-25 06:19:00,172.9687,173.0785,172.9287,172.9487,1322
2024-07-25 06:20:00,172.9387,172.9387,172.8988,172.9087,46
2024-07-25 06:21:00,172.9287,173.0186,172.8788,172.9787,616
2024-07-25 06:22:00,173.1484,173.2683,173.1484,173.2583,222
2024-07-25 06:23:00,173.3082,173.3681,173.3082,173.3581,1203
2024-07-25 06:24:00,173.3182,173.3182,173.3182,173.3182,100
2024-07-25 06:25:00,173.3282,173.3282,173.2283,173.2583,39
2024-07-25 06:26:00,173.3082,173.3082,173.1484,173.1484,103
2024-07-25 06:27:00,173.1584,173.1584,172.8988,172.9687,354
2024-07-25 06:28:00,172.8189,172.8289,172.7490,172.7689,351
2024-07-25 06:29:00,172.7689,172.7889,172.5392,172.5892,704
2024-07-25 06:30:00,172.5892,172.7889,172.5392,172.7490,829
2024-07-25 06:31:00,172.6091,172.8289,172.6091,172.7390,478
2024-07-25 06:32:00,172.6890,172.7789,172.6890,172.7789,4
2024-07-25 06:33:00,172.7789,172.9986,172.7789,172.9986,124
2024-07-25 06:34:00,172.9986,172.9986,172.9886,172.9886,57
2024-07-25 06:35:00,173.0186,173.1384,173.0186,173.1384,233
2024-07-25 06:36:00,173.0885,173.0885,172.7589,172.7589,212
2024-07-25 06:37:00,172.7589,172.7589,172.7589,172.7589,241
2024-07-25 06:38:00,172.7589,172.7589,172.4693,172.5692,524
2024-07-25 06:39:00,172.6091,172.7290,172.5892,172.6391,126
2024-07-25 06:40:00,172.7689,172.7689,172.6990,172.6990,166
2024-07-25 06:41:00,172.7689,172.7689,172.7490,172.7490,61
2024-07-25 06:42:00,172.6791,172.6890,172.6791,172.6890,3
2024-07-25 06:43:00,172.6491,172.6491,172.6491,172.6491,32
2024-07-25 06:44:00,172.5792,172.6990,172.5792,172.6890,198
2024-07-25 06:45:00,172.7290,172.7689,172.7290,172.7689,401
2024-07-25 06:46:00,172.7889,172.9787,172.7689,172.9687,184
2024-07-25 06:47:00,172.8888,172.9687,172.8888,172.8988,74
2024-07-25 06:48:00,172.8189,172.8488,172.7190,172.8189,378
2024-07-25 06:49:00,172.8588,172.8888,172.7689,172.8189,2986
2024-07-25 06:51:00,172.7789,173.0186,172.7789,173.0186,160
2024-07-25 06:52:00,172.9487,173.0186,172.9487,172.9687,135
2024-07-25 06:53:00,172.9187,173.0585,172.8888,173.0585,397
2024-07-25 06:54:00,173.0585,173.2083,173.0585,173.2083,344
2024-07-25 06:55:00,173.0186,173.2483,173.0086,173.1384,318
2024-07-25 06:56:00,173.1584,173.2982,173.0486,173.2583,510
2024-07-25 06:57:00,173.2283,173.2882,173.0985,173.2882,540
2024-07-25 06:58:00,173.2882,173.2882,173.2683,173.2882,191
2024-07-25 06:59:00,173.2083,173.3182,173.2083,173.2183,399
2024-07-25 07:00:00,173.2783,173.6478,173.0685,173.4281,2141
2024-07-25 07:01:00,173.4281,173.4281,173.4281,173.4281,5
2024-07-25 07:02:00,173.4181,173.4880,173.4181,173.4880,29
2024-07-25 07:03:00,173.4281,173.4380,173.4181,173.4380,1676
2024-07-25 07:04:00,173.3981,173.6977,173.3981,173.4580,1179
2024-07-25 07:05:00,173.4680,173.4680,173.3282,173.3681,4617
2024-07-25 07:06:00,173.3681,173.4480,173.3681,173.4480,844
2024-07-25 07:07:00,173.3681,173.6677,173.3681,173.6577,475
2024-07-25 07:08:00,173.5878,173.7676,173.5479,173.6577,691
2024-07-25 07:09:00,173.6078,173.7576,173.5679,173.7277,711
2024-07-25 07:10:00,173.6577,173.7077,173.5479,173.7077,429
2024-07-25 07:11:00,173.6378,173.6577,173.5679,173.5679,92
2024-07-25 07:13:00,173.6078,173.6078,173.6078,173.6078,19
2024-07-25 07:14:00,173.5379,173.6078,173.5179,173.5679,299
2024-07-25 07:15:00,173.5279,173.6078,173.5279,173.6078,145
2024-07-25 07:16:00,173.6178,173.6677,173.6178,173.6677,199
2024-07-25 07:17:00,173.6577,173.6577,173.5978,173.5978,13
2024-07-25 07:18:00,173.5878,173.5878,173.4880,173.4880,285
2024-07-25 07:19:00,173.6178,173.6378,173.6178,173.6278,57
2024-07-25 07:20:00,173.6577,173.7576,173.6577,173.7277,161
2024-07-25 07:21:00,173.5878,173.6777,173.5279,173.6777,201
