,open_ORCL,high_ORCL,low_ORCL,close_ORCL,volume_ORCL
2024-07-09 10:23:00,143.5097,143.5893,143.4948,143.5893,11053
2024-07-09 10:24:00,143.5794,143.7386,143.5794,143.6192,24489
2024-07-09 10:25:00,143.6042,143.6988,143.5495,143.5495,16974
2024-07-09 10:26:00,143.5296,143.5396,143.4500,143.5197,23828
2024-07-09 10:27:00,143.5396,143.5595,143.4600,143.4849,14840
2024-07-09 10:28:00,143.4799,143.5644,143.4799,143.5389,7157
2024-07-09 10:29:00,143.5495,143.6291,143.5197,143.5794,14518
2024-07-09 10:30:00,143.5545,143.5595,143.3804,143.3903,36562
2024-07-09 10:31:00,143.4003,143.4202,143.3761,143.4202,8641
2024-07-09 10:32:00,143.4301,143.4451,143.3406,143.3804,11895
2024-07-09 10:33:00,143.3505,143.3704,143.3207,143.3605,12259
2024-07-09 10:34:00,143.3655,143.3704,143.3306,143.3306,14828
2024-07-09 10:35:00,143.3207,143.3993,143.2709,143.3903,17458
2024-07-09 10:36:00,143.3806,143.5694,143.3754,143.5678,15294
2024-07-09 10:37:00,143.5893,143.6490,143.5744,143.6042,13057
2024-07-09 10:38:00,143.6092,143.6430,143.5893,143.6142,8605
2024-07-09 10:39:00,143.6192,143.7286,143.5993,143.6988,16699
2024-07-09 10:40:00,143.6888,143.6888,143.5893,143.6192,13670
2024-07-09 10:41:00,143.6490,143.7336,143.6490,143.7087,13603
2024-07-09 10:42:00,143.7087,143.7286,143.6789,143.7155,9549
2024-07-09 10:43:00,143.7286,143.8182,143.6789,143.8082,17685
2024-07-09 10:44:00,143.7983,143.9475,143.7983,143.8704,18669
2024-07-09 10:45:00,143.8580,143.8878,143.7983,143.8580,13128
2024-07-09 10:46:00,143.8381,143.8381,143.7784,143.7784,7241
2024-07-09 10:47:00,143.7585,143.7784,143.6888,143.7485,10418
2024-07-09 10:48:00,143.7485,143.7485,143.6988,143.7286,8329
2024-07-09 10:49:00,143.7087,143.7386,143.6192,143.6639,24981
2024-07-09 10:50:00,143.6590,143.6703,143.5644,143.6590,14666
2024-07-09 10:51:00,143.6590,143.6689,143.6092,143.6590,6638
2024-07-09 10:52:00,143.6689,143.6988,143.6639,143.6887,6497
2024-07-09 10:53:00,143.6739,143.7485,143.6291,143.7482,10975
2024-07-09 10:54:00,143.7571,143.7983,143.7571,143.7883,5739
2024-07-09 10:55:00,143.7983,143.8306,143.7883,143.7883,9790
2024-07-09 10:56:00,143.7883,143.8281,143.7485,143.7585,13144
2024-07-09 10:57:00,143.7485,143.7485,143.6092,143.6192,7705
2024-07-09 10:58:00,143.6490,143.8184,143.6490,143.7585,7420
2024-07-09 10:59:00,143.7784,143.8182,143.7585,143.7634,6923
2024-07-09 11:00:00,143.7386,143.7883,143.7187,143.7784,10568
2024-07-09 11:01:00,143.7883,143.8281,143.7784,143.8182,17415
2024-07-09 11:02:00,143.8231,143.8381,143.7286,143.7286,16760
2024-07-09 11:03:00,143.7286,143.7376,143.6490,143.6789,9073
2024-07-09 11:04:00,143.6789,143.6988,143.6490,143.6988,5693
2024-07-09 11:05:00,143.7087,143.7187,143.6888,143.7087,8709
2024-07-09 11:06:00,143.6988,143.7386,143.6888,143.6888,6950
2024-07-09 11:07:00,143.6888,143.6888,143.6391,143.6590,8700
2024-07-09 11:08:00,143.6391,143.6888,143.5794,143.6142,15614
2024-07-09 11:09:00,143.6192,143.6192,143.5794,143.5794,13844
2024-07-09 11:10:00,143.5794,143.5794,143.4973,143.4973,7682
2024-07-09 11:11:00,143.4898,143.5396,143.4898,143.5346,10338
2024-07-09 11:12:00,143.5296,143.5993,143.5296,143.5744,10660
2024-07-09 11:13:00,143.5744,143.6789,143.5595,143.6789,7216
2024-07-09 11:14:00,143.6689,143.7684,143.6590,143.7535,13053
2024-07-09 11:15:00,143.7535,143.7684,143.7236,143.7435,29209
2024-07-09 11:16:00,143.7435,143.8183,143.7286,143.8082,13917
2024-07-09 11:17:00,143.7983,143.8182,143.7286,143.7784,10642
2024-07-09 11:18:00,143.7286,143.7806,143.7187,143.7806,7626
2024-07-09 11:19:00,143.7883,143.8281,143.7883,143.8182,6685
2024-07-09 11:20:00,143.8082,143.8082,143.7784,143.7784,7970
2024-07-09 11:21:00,143.7485,143.8281,143.7485,143.8032,14015
2024-07-09 11:22:00,143.7983,143.8082,143.7883,143.7929,9400
2024-07-09 11:23:00,143.8032,143.9177,143.8032,143.8978,12157
2024-07-09 11:24:00,143.8928,143.9412,143.8580,143.9412,10054
2024-07-09 11:25:00,143.9475,143.9574,143.8580,143.8878,13662
2024-07-09 11:26:00,143.9088,143.9574,143.8878,143.9375,13177
2024-07-09 11:27:00,143.9326,143.9475,143.9276,143.9276,6932
2024-07-09 11:28:00,143.9375,144.0465,143.9276,144.0221,14565
2024-07-09 11:29:00,143.9972,144.1067,143.9873,144.0818,6457
2024-07-09 11:30:00,144.0818,144.1360,144.0569,144.1360,9642
2024-07-09 11:31:00,144.1266,144.1350,144.0072,144.0470,15999
2024-07-09 11:32:00,144.0764,144.0764,144.0072,144.0072,3811
2024-07-09 11:33:00,144.0072,144.0669,144.0072,144.0370,9560
2024-07-09 11:34:00,144.0321,144.0768,143.9773,143.9773,11899
2024-07-09 11:35:00,143.9674,144.0470,143.9525,144.0370,16249
2024-07-09 11:36:00,144.0370,144.1067,144.0271,144.1065,12634
2024-07-09 11:37:00,144.0868,144.1365,144.0768,144.1216,8172
2024-07-09 11:38:00,144.1166,144.1166,144.0868,144.0967,7819
2024-07-09 11:39:00,144.0967,144.1465,144.0569,144.0669,15878
2024-07-09 11:40:00,144.0470,144.1614,144.0470,144.1316,8111
2024-07-09 11:41:00,144.1365,144.1365,144.0470,144.0470,4534
2024-07-09 11:42:00,144.0470,144.0470,143.9475,144.0271,7881
2024-07-09 11:43:00,144.0221,144.0278,143.9375,143.9375,3661
2024-07-09 11:44:00,143.9276,143.9539,143.4998,143.6490,67879
2024-07-09 11:45:00,143.6590,143.7318,143.6590,143.6689,19020
2024-07-09 11:46:00,143.6988,143.7386,143.6988,143.7236,8814
2024-07-09 11:47:00,143.7236,143.7286,143.6291,143.6789,14125
2024-07-09 11:48:00,143.6291,143.6291,143.5396,143.5694,16765
2024-07-09 11:49:00,143.5495,143.5794,143.4301,143.5296,30654
2024-07-09 11:50:00,143.4898,143.4998,143.3406,143.3406,16087
2024-07-09 11:51:00,143.3605,143.3605,143.1913,143.1913,29996
2024-07-09 11:52:00,143.2112,143.4102,143.1913,143.4102,10931
2024-07-09 11:53:00,143.4003,143.4301,143.3406,143.3655,7338
2024-07-09 11:54:00,143.3505,143.4401,143.3008,143.4401,13037
2024-07-09 11:55:00,143.4202,143.5794,143.4202,143.5495,10299
2024-07-09 11:56:00,143.5794,143.6789,143.5794,143.6391,12298
2024-07-09 11:57:00,143.6590,143.6789,143.5595,143.6291,17355
2024-07-09 11:58:00,143.6490,143.6789,143.5197,143.5495,15383
2024-07-09 11:59:00,143.5545,143.5794,143.5396,143.5495,9407
2024-07-09 12:00:00,143.5396,143.6192,143.5296,143.6192,11621
2024-07-09 12:01:00,143.6125,143.6938,143.5893,143.6092,12486
2024-07-09 12:02:00,143.5993,143.5993,143.5197,143.5197,7497
2024-07-09 12:03:00,143.5197,143.5197,143.3804,143.4019,10352
2024-07-09 12:04:00,143.3903,143.4102,143.3406,143.3655,14639
2024-07-09 12:05:00,143.3406,143.3704,143.3008,143.3107,10054
2024-07-09 12:06:00,143.3008,143.3804,143.2809,143.3804,7103
2024-07-09 12:07:00,143.3804,143.3903,143.3207,143.3207,4558
2024-07-09 12:08:00,143.3207,143.3207,143.2510,143.2908,8337
2024-07-09 12:09:00,143.2908,143.3207,143.2809,143.2809,6576
2024-07-09 12:10:00,143.2629,143.2809,143.1217,143.1217,12959
2024-07-09 12:11:00,143.1118,143.1217,142.9526,142.9625,10965
2024-07-09 12:12:00,142.9725,142.9824,142.8630,142.8630,8315
2024-07-09 12:13:00,142.9028,142.9028,142.7138,142.7934,13515
2024-07-09 12:14:00,142.7784,142.7983,142.7536,142.7635,3712
2024-07-09 12:15:00,142.7585,142.7834,142.7436,142.7825,14830
2024-07-09 12:16:00,142.7834,142.8630,142.7834,142.8630,9801
2024-07-09 12:17:00,142.8531,142.9177,142.8431,142.8730,11238
2024-07-09 12:18:00,142.8730,142.8929,142.8531,142.8892,8365
2024-07-09 12:19:00,142.9128,142.9526,142.9028,142.9526,7331
2024-07-09 12:20:00,142.9376,143.0322,142.9028,142.9028,22903
2024-07-09 12:21:00,142.9128,142.9128,142.8232,142.8232,8457
2024-07-09 12:22:00,142.8332,142.8978,142.8133,142.8978,7122
2024-07-09 12:23:00,142.8929,142.9227,142.8929,142.8929,5808
2024-07-09 12:24:00,142.9028,143.1217,142.8730,143.1217,9284
2024-07-09 12:25:00,143.1018,143.1018,142.9824,142.9824,7947
2024-07-09 12:26:00,142.9625,142.9725,142.8332,142.8829,10871
2024-07-09 12:27:00,142.8829,142.9526,142.8630,142.9526,10013
2024-07-09 12:28:00,142.9450,142.9625,142.8829,142.8829,5326
2024-07-09 12:29:00,142.8829,142.9227,142.8630,142.9028,6363
2024-07-09 12:30:00,142.9028,142.9028,142.8531,142.8730,4573
2024-07-09 12:31:00,142.8531,142.8928,142.8332,142.8531,7546
2024-07-09 12:32:00,142.8332,142.8730,142.8332,142.8531,6629
2024-07-09 12:33:00,142.8586,142.8630,142.8133,142.8232,4279
2024-07-09 12:34:00,142.8033,142.8630,142.8033,142.8531,7311
2024-07-09 12:35:00,142.8232,142.8232,142.7436,142.7834,15747
2024-07-09 12:36:00,142.7934,142.8332,142.7834,142.8231,16613
2024-07-09 12:37:00,142.8133,142.8251,142.7834,142.7934,14630
2024-07-09 12:38:00,142.8033,142.8332,142.7735,142.8133,7994
2024-07-09 12:39:00,142.8332,142.8431,142.7536,142.7536,5587
2024-07-09 12:40:00,142.7635,142.8431,142.7536,142.8431,13359
2024-07-09 12:41:00,142.8381,142.8531,142.8133,142.8431,4917
2024-07-09 12:42:00,142.8630,142.8630,142.8431,142.8531,4667
2024-07-09 12:43:00,142.8730,142.9327,142.8730,142.9177,5207
2024-07-09 12:44:00,142.9426,143.0624,142.9327,143.0620,7565
2024-07-09 12:45:00,143.0700,143.1814,143.0620,143.1515,8096
2024-07-09 12:46:00,143.1585,143.2212,143.1416,143.1714,19796
2024-07-09 12:47:00,143.1665,143.1913,143.1018,143.1217,8217
2024-07-09 12:48:00,143.1217,143.1615,143.0919,143.0919,9196
2024-07-09 12:49:00,143.0981,143.1515,143.0769,143.1515,21893
2024-07-09 12:50:00,143.1515,143.1814,143.1018,143.1220,12684
2024-07-09 12:51:00,143.1317,143.1416,143.1018,143.1317,7722
2024-07-09 12:52:00,143.1118,143.1217,143.0720,143.1018,9370
2024-07-09 12:53:00,143.1018,143.1317,143.0720,143.0919,6901
2024-07-09 12:54:00,143.0819,143.0919,143.0023,143.0023,6421
2024-07-09 12:55:00,142.9725,142.9725,142.9028,142.9128,4289
2024-07-09 12:56:00,142.9028,142.9128,142.8630,142.9028,7939
2024-07-09 12:57:00,142.9128,142.9526,142.9028,142.9426,5302
2024-07-09 12:58:00,142.9426,143.0521,142.9426,143.0371,3371
2024-07-09 12:59:00,143.0222,143.0421,142.9725,142.9973,40351
2024-07-09 13:00:00,142.9824,142.9824,139.4305,139.7091,597786
2024-07-09 13:01:00,139.8285,141.3109,139.2215,139.4404,483481
2024-07-09 13:02:00,139.5499,140.1467,138.6147,139.5897,273432
2024-07-09 13:03:00,139.5499,140.5249,139.3011,139.7290,207827
2024-07-09 13:04:00,139.6792,140.2463,139.0425,139.3150,238736
2024-07-09 13:05:00,139.2414,139.4902,138.6535,139.2215,202625
2024-07-09 13:06:00,139.2315,139.4703,137.9979,138.2266,267901
2024-07-09 13:07:00,138.2764,138.5947,137.3013,138.4355,497691
2024-07-09 13:08:00,138.3162,139.0624,137.8187,138.8281,240228
2024-07-09 13:09:00,138.8186,139.4902,138.7440,139.2962,241864
2024-07-09 13:10:00,139.3210,139.4802,138.2963,138.3808,122689
2024-07-09 13:11:00,138.3918,138.5947,137.6296,137.8654,134711
2024-07-09 13:12:00,137.7590,138.3759,137.7490,137.9580,76617
2024-07-09 13:13:00,137.9082,138.2862,137.7490,138.1570,77206
2024-07-09 13:14:00,138.1470,139.0226,138.1371,138.8558,105366
2024-07-09 13:15:00,138.9131,138.9131,138.4156,138.6168,67652
2024-07-09 13:16:00,138.6146,138.9131,138.4753,138.5490,62873
2024-07-09 13:17:00,138.5400,138.5848,138.1072,138.2913,77348
2024-07-09 13:18:00,138.3062,138.6470,138.1470,138.5947,97116
2024-07-09 13:19:00,138.5649,138.6047,138.2465,138.2664,51766
2024-07-09 13:20:00,138.2813,139.0605,138.2813,139.0027,86843
2024-07-09 13:21:00,139.0624,139.6295,138.9143,139.5797,88351
2024-07-09 13:22:00,139.5399,139.9180,139.5399,139.6394,125088
2024-07-09 13:23:00,139.7091,139.9578,139.4802,139.4902,62653
2024-07-09 13:24:00,139.5499,139.5499,139.0033,139.2514,49712
2024-07-09 13:25:00,139.2514,139.4703,139.1812,139.4603,61018
2024-07-09 13:26:00,139.4603,139.6693,139.3608,139.6376,44678
2024-07-09 13:27:00,139.6795,140.9826,139.5325,140.5170,608481
2024-07-09 13:28:00,140.5946,140.5946,139.3509,139.7688,216650
2024-07-09 13:29:00,139.7787,140.5150,139.6594,140.2513,113052
2024-07-09 13:30:00,140.2264,140.4851,139.9081,140.4453,89538
2024-07-09 13:31:00,140.4453,140.5448,139.8185,139.9777,69229
2024-07-09 13:32:00,139.9727,140.7339,139.7290,140.5747,108930
2024-07-09 13:33:00,140.5747,140.6540,140.1070,140.2165,52541
2024-07-09 13:34:00,140.1667,140.4453,140.0274,140.4155,40802
2024-07-09 13:35:00,140.4497,140.7438,140.3458,140.4761,56825
2024-07-09 13:36:00,140.4602,141.2612,140.4453,140.8930,95445
2024-07-09 13:37:00,140.8980,141.1816,140.5946,140.9378,55241
2024-07-09 13:38:00,140.8930,140.9527,140.6344,140.7040,49749
2024-07-09 13:39:00,140.7090,141.0721,140.7090,140.7736,59037
2024-07-09 13:40:00,140.7339,140.7339,140.1866,140.4553,63399
2024-07-09 13:41:00,140.4055,140.5050,140.1817,140.3060,37745
2024-07-09 13:42:00,140.2961,140.3856,140.0573,140.3558,39998
2024-07-09 13:43:00,140.3757,140.3757,140.2364,140.2414,25010
2024-07-09 13:44:00,140.2662,140.7073,140.1866,140.5548,32141
2024-07-09 13:45:00,140.5349,140.9876,140.5050,140.7040,58093
2024-07-09 13:46:00,140.7040,140.7736,140.4801,140.4850,26046
2024-07-09 13:47:00,140.4553,140.6742,140.4367,140.5100,25077
2024-07-09 13:48:00,140.5100,140.5448,140.1916,140.2762,52906
2024-07-09 13:49:00,140.2563,140.3359,140.1798,140.2762,32964
2024-07-09 13:50:00,140.2463,140.4354,140.1817,140.4254,23033
2024-07-09 13:51:00,140.3956,140.4254,140.1767,140.3956,25752
2024-07-09 13:52:00,140.3657,140.3657,140.0971,140.2364,42470
2024-07-09 13:53:00,140.2463,140.4752,140.2264,140.3657,54575
2024-07-09 13:54:00,140.4553,140.4652,140.2911,140.4105,30608
2024-07-09 13:55:00,140.3956,140.5349,140.3259,140.4553,47683
2024-07-09 13:56:00,140.5150,140.7239,140.4553,140.6941,25797
2024-07-09 13:57:00,140.7140,140.8532,140.7140,140.7786,26052
2024-07-09 13:58:00,140.7786,140.9030,140.7438,140.8399,20727
2024-07-09 13:59:00,140.8284,140.8433,140.7239,140.8433,29292
2024-07-09 14:00:00,140.8234,140.8333,140.7637,140.8035,9586
2024-07-09 14:01:00,140.7637,140.9725,140.7580,140.8831,26435
2024-07-09 14:02:00,140.8532,140.8532,140.6344,140.7736,22765
2024-07-09 14:03:00,140.7736,140.7736,140.6345,140.6742,15722
2024-07-09 14:04:00,140.6742,140.6742,140.2065,140.2165,34657
2024-07-09 14:05:00,140.2165,140.2364,139.7887,139.9230,56369
2024-07-09 14:06:00,139.9280,140.1269,139.9181,139.9976,30843
2024-07-09 14:07:00,140.0175,140.1220,139.9678,140.1070,83125
2024-07-09 14:08:00,140.1170,140.1667,139.9579,139.9579,11095
2024-07-09 14:09:00,139.9579,139.9678,139.6991,139.7091,26566
2024-07-09 14:10:00,139.6892,139.8782,139.6394,139.7887,26484
2024-07-09 14:11:00,139.7887,140.0970,139.7887,139.9578,13665
2024-07-09 14:12:00,139.9479,140.1866,139.9380,140.1021,13893
2024-07-09 14:13:00,140.0871,140.1568,140.0170,140.1468,10487
2024-07-09 14:14:00,140.0971,140.3060,140.0822,140.2364,9965
2024-07-09 14:15:00,140.2165,140.2623,140.0075,140.0180,28032
2024-07-09 14:16:00,140.0473,140.1170,140.0473,140.1070,15277
2024-07-09 14:17:00,140.1269,140.2667,140.1021,140.1419,14694
2024-07-09 14:18:00,140.1419,140.1568,139.9280,139.9777,40404
2024-07-09 14:19:00,139.9976,140.0971,139.8981,139.9013,17638
2024-07-09 14:20:00,139.9678,140.0512,139.9578,139.9827,17755
2024-07-09 14:21:00,139.9876,139.9986,139.9280,139.9379,4853
2024-07-09 14:22:00,139.9329,140.1169,139.8384,140.0971,26506
2024-07-09 14:23:00,140.0971,140.0971,139.9180,139.9678,18370
2024-07-09 14:24:00,139.9380,139.9876,139.8086,139.8086,20452
2024-07-09 14:25:00,139.8185,139.9479,139.8185,139.9180,15427
2024-07-09 14:26:00,139.9180,140.0573,139.9180,140.0573,18888
2024-07-09 14:27:00,140.0075,140.0406,139.9130,140.0175,24743
2024-07-09 14:28:00,140.0181,140.0573,139.9480,140.0523,25074
2024-07-09 14:29:00,140.0374,140.0374,139.9081,139.9404,17955
2024-07-09 14:30:00,139.9578,140.2762,139.9329,140.0971,28872
2024-07-09 14:31:00,140.1021,140.1369,139.8086,139.8583,42813
2024-07-09 14:32:00,139.9179,139.9179,139.7986,139.8285,26377
2024-07-09 14:33:00,139.8433,139.8583,139.7389,139.7787,13754
2024-07-09 14:34:00,139.7290,139.8185,139.6892,139.8135,18885
2024-07-09 14:35:00,139.8334,139.8583,139.8185,139.8334,13939
2024-07-09 14:36:00,139.8434,139.9379,139.8135,139.8981,21123
2024-07-09 14:37:00,139.8981,139.9081,139.6693,139.7887,29095
2024-07-09 14:38:00,139.8135,139.9777,139.7986,139.8941,15767
2024-07-09 14:39:00,139.8981,139.9876,139.8683,139.9280,19310
2024-07-09 14:40:00,139.9081,139.9081,139.6991,139.7737,21492
2024-07-09 14:41:00,139.7737,139.8314,139.7588,139.8185,13114
2024-07-09 14:42:00,139.8384,139.8384,139.7290,139.7787,16947
2024-07-09 14:43:00,139.7489,139.9081,139.7190,139.8583,17581
2024-07-09 14:44:00,139.8334,139.9081,139.8086,139.8782,13386
2024-07-09 14:45:00,139.8882,139.9705,139.8583,139.8709,25713
2024-07-09 14:46:00,139.8484,140.0871,139.8484,140.0473,17549
2024-07-09 14:47:00,140.0772,140.1767,140.0473,140.0871,17381
2024-07-09 14:48:00,140.1170,140.1419,139.9876,139.9926,21251
2024-07-09 14:49:00,140.0175,140.0572,139.8882,139.8981,12351
2024-07-09 14:50:00,139.9180,139.9827,139.8285,139.8782,18903
2024-07-09 14:51:00,139.8683,139.8781,139.7534,139.8019,13103
2024-07-09 14:52:00,139.8185,139.8732,139.7787,139.8135,17751
2024-07-09 14:53:00,139.8185,139.8484,139.7986,139.8036,10778
2024-07-09 14:54:00,139.7987,139.8185,139.7737,139.8185,10169
2024-07-09 14:55:00,139.8285,139.9081,139.8135,139.8405,8466
2024-07-09 14:56:00,139.8434,139.8434,139.6593,139.7290,23816
2024-07-09 14:57:00,139.6982,139.7290,139.6295,139.6344,11523
2024-07-09 14:58:00,139.6494,139.6792,139.5449,139.5449,17815
2024-07-09 14:59:00,139.5598,139.6195,139.5499,139.6096,26830
2024-07-09 15:00:00,139.6199,139.6543,139.5698,139.5698,15759
2024-07-09 15:01:00,139.5549,139.5698,139.4205,139.4663,20514
2024-07-09 15:02:00,139.4802,139.5399,139.4388,139.5001,24045
2024-07-09 15:03:00,139.5001,139.5001,139.4603,139.4802,14766
2024-07-09 15:04:00,139.4603,139.4603,139.4156,139.4355,10503
2024-07-09 15:05:00,139.4355,139.4355,139.4006,139.4106,14368
2024-07-09 15:06:00,139.4305,139.4703,139.3807,139.4404,34964
2024-07-09 15:07:00,139.4404,139.4404,139.2763,139.3912,25776
2024-07-09 15:08:00,139.3708,139.4902,139.3310,139.4603,13359
2024-07-09 15:09:00,139.4753,139.5996,139.4431,139.5847,11047
2024-07-09 15:10:00,139.5698,139.5698,139.4504,139.4902,16844
2024-07-09 15:11:00,139.5001,139.5499,139.4802,139.5101,18827
2024-07-09 15:12:00,139.5300,139.5300,139.4753,139.4807,6863
2024-07-09 15:13:00,139.4703,139.5350,139.4504,139.5001,16939
2024-07-09 15:14:00,139.5200,139.6892,139.5101,139.6195,20620
2024-07-09 15:15:00,139.6394,139.6394,139.5499,139.5598,17950
2024-07-09 15:16:00,139.5598,139.5598,139.5042,139.5449,13451
2024-07-09 15:17:00,139.5499,139.6792,139.5399,139.6504,16742
2024-07-09 15:18:00,139.6792,139.7887,139.6643,139.7190,19296
2024-07-09 15:19:00,139.7089,139.8384,139.6892,139.8093,14396
2024-07-09 15:20:00,139.8235,139.9180,139.7887,139.8086,22588
2024-07-09 15:21:00,139.7887,139.8285,139.6892,139.7290,23695
2024-07-09 15:22:00,139.7140,139.9926,139.7140,139.9578,22359
2024-07-09 15:23:00,139.9379,140.0473,139.9081,139.9976,10674
2024-07-09 15:24:00,139.9976,140.1156,139.9976,140.0374,21647
2024-07-09 15:25:00,140.0573,140.1170,140.0175,140.0971,21318
2024-07-09 15:26:00,140.1070,140.2364,140.1070,140.2215,16846
2024-07-09 15:27:00,140.2264,140.2662,140.1866,140.2563,15077
2024-07-09 15:28:00,140.2563,140.3657,140.2165,140.3060,22233
2024-07-09 15:29:00,140.2961,140.3060,140.2165,140.2613,14132
2024-07-09 15:30:00,140.2662,140.3160,140.2165,140.2961,29788
2024-07-09 15:31:00,140.2911,140.3259,140.2762,140.2861,17944
2024-07-09 15:32:00,140.2861,140.3060,140.1767,140.2861,26703
2024-07-09 15:33:00,140.2563,140.2812,140.2364,140.2563,10410
2024-07-09 15:34:00,140.2563,140.2662,140.2065,140.2115,25262
2024-07-09 15:35:00,140.2364,140.2762,140.1866,140.2662,22022
2024-07-09 15:36:00,140.2712,140.3060,140.2662,140.2662,14030
2024-07-09 15:37:00,140.2563,140.2861,140.2364,140.2762,23457
2024-07-09 15:38:00,140.2662,140.3184,140.2364,140.2961,18436
2024-07-09 15:39:00,140.3259,140.3259,140.2961,140.2961,11715
2024-07-09 15:40:00,140.2911,140.2911,140.1866,140.2513,39163
2024-07-09 15:41:00,140.2463,140.3060,140.2364,140.2762,26127
2024-07-09 15:42:00,140.2885,140.3409,140.2613,140.3210,18205
2024-07-09 15:43:00,140.3210,140.4055,140.2463,140.2563,34402
2024-07-09 15:44:00,140.2662,140.2662,140.2065,140.2165,34901
2024-07-09 15:45:00,140.2065,140.3458,140.1767,140.2544,46993
2024-07-09 15:46:00,140.2563,140.2812,140.0673,140.0673,38331
2024-07-09 15:47:00,140.0772,140.2364,140.0772,140.1733,40659
2024-07-09 15:48:00,140.1669,140.1866,140.1236,140.1236,21284
2024-07-09 15:49:00,140.1170,140.1767,140.0672,140.1568,31079
2024-07-09 15:50:00,140.1468,140.2364,140.0772,140.1070,53254
2024-07-09 15:51:00,140.1369,140.1568,140.0772,140.1468,32407
2024-07-09 15:52:00,140.1468,140.2065,140.1369,140.1419,47839
2024-07-09 15:53:00,140.1419,140.1667,140.1170,140.1369,47984
2024-07-09 15:54:00,140.1369,140.2563,140.1369,140.2414,40526
2024-07-09 15:55:00,140.2364,140.2414,140.0175,140.0374,77135
2024-07-09 15:56:00,140.0374,140.1269,139.9578,139.9976,82434
2024-07-09 15:57:00,139.9993,140.0871,139.9678,140.0598,75885
2024-07-09 15:58:00,140.0574,140.0971,139.9578,139.9777,97725
2024-07-09 15:59:00,139.9678,140.1070,139.7787,139.9379,276728
2024-07-09 16:00:00,139.9379,141.0323,139.9379,141.0323,1062
2024-07-09 16:01:00,140.1767,140.1767,139.9678,139.9678,1851208
2024-07-09 16:02:00,140.7736,140.7736,139.9678,139.9678,53860
2024-07-09 16:03:00,139.9678,140.1667,139.9678,140.1667,34622
2024-07-09 16:05:00,140.1667,140.7736,139.9678,140.7736,1306
2024-07-09 16:06:00,140.1866,140.7736,140.1866,140.7736,1541
2024-07-09 16:07:00,139.9678,140.3060,139.9678,140.1866,17720
2024-07-09 16:08:00,139.9678,139.9678,139.9678,139.9678,12518
2024-07-09 16:10:00,139.9678,140.7339,139.9678,140.7339,887709
2024-07-09 16:11:00,140.7339,140.7339,140.7339,140.7339,1
2024-07-09 16:12:00,140.1866,140.3060,140.1866,140.2961,1211
2024-07-09 16:13:00,140.4752,140.4752,140.2364,140.2364,303
2024-07-09 16:14:00,140.1667,140.4055,140.1667,140.4055,2
2024-07-09 16:15:00,139.9678,140.4652,139.9678,140.1568,64
2024-07-09 16:16:00,140.2364,140.2364,140.2364,140.2364,21
2024-07-09 16:17:00,140.4354,140.4354,140.2961,140.2961,57
2024-07-09 16:18:00,140.2961,140.4652,140.2961,140.2961,272
2024-07-09 16:20:00,139.9678,140.4652,139.9678,140.4652,216
2024-07-09 16:21:00,140.4652,140.4652,140.4652,140.4652,22
2024-07-09 16:22:00,140.2961,140.2961,140.2961,140.2961,133
2024-07-09 16:23:00,140.2961,140.4652,140.2961,140.4652,231
2024-07-09 16:24:00,140.4453,140.4453,140.2961,140.2961,2100
2024-07-09 16:25:00,140.3856,140.3856,140.2961,140.2961,2000
2024-07-09 16:26:00,140.4652,140.7339,140.4652,140.5349,3405
2024-07-09 16:27:00,140.4652,140.4851,140.4652,140.4851,1000
2024-07-09 16:28:00,140.2961,140.6344,140.2961,140.6145,956
2024-07-09 16:31:00,140.5647,140.5647,140.2961,140.2961,47
2024-07-09 16:32:00,140.2961,140.2961,140.2961,140.2961,1
2024-07-09 16:34:00,140.4354,140.4354,140.4354,140.4354,15
2024-07-09 16:36:00,140.5349,140.5747,140.5349,140.5647,450
2024-07-09 16:38:00,140.5647,140.5647,140.5647,140.5647,5
2024-07-09 16:39:00,140.3359,140.3359,140.3359,140.3359,1
2024-07-09 16:40:00,140.3458,140.3856,140.3060,140.3359,460
2024-07-09 16:42:00,140.2961,140.3060,140.2961,140.3060,509
2024-07-09 16:43:00,140.4055,140.4055,140.2961,140.3359,485
2024-07-09 16:44:00,140.3359,140.3359,140.3359,140.3359,127
2024-07-09 16:46:00,140.3856,140.3856,140.3856,140.3856,2
2024-07-09 16:48:00,140.3856,140.3956,139.9678,139.9678,44760
2024-07-09 16:49:00,140.3856,140.3856,140.3856,140.3856,5
2024-07-09 16:50:00,140.5647,140.5647,140.5647,140.5647,1
2024-07-09 16:52:00,140.2961,140.2961,140.2961,140.2961,1
2024-07-09 16:53:00,139.9678,139.9678,139.9678,139.9678,6917
2024-07-09 16:54:00,139.9678,139.9678,139.9678,139.9678,135807
2024-07-09 16:56:00,140.3856,140.3856,140.3856,140.3856,1
2024-07-09 16:57:00,140.3856,140.3856,140.3856,140.3856,13
2024-07-09 16:59:00,140.3060,140.3060,140.3060,140.3060,3
2024-07-09 17:00:00,140.3657,140.3657,140.3657,140.3657,1
2024-07-09 17:01:00,140.3060,140.3757,140.2961,140.2961,1044
2024-07-09 17:04:00,140.5448,140.5448,140.5448,140.5448,1
2024-07-09 17:05:00,140.5249,140.5249,140.5249,140.5249,25
2024-07-09 17:06:00,140.2961,140.2961,140.2961,140.2961,50
